Gender,Event,Location,Year,Medal,Name,Nationality,Result
W,100m Hurdles,Munich,1972,Bronze,Karin BALZER,GDR,12.9
M,400m Hurdles,Munich,1972,Gold,John AKII-BUA,UGA,47.82
M,400m Hurdles,Munich,1972,Silver,Ralph MANN,USA,48.51
M,400m Hurdles,Munich,1972,Bronze,David HEMERY,GBR,48.52
M,3000m Steeplechase,Munich,1972,Gold,Kipchoge KEINO,KEN,08:23.6
M,3000m Steeplechase,Munich,1972,Silver,Ben JIPCHO,KEN,08:24.6
M,3000m Steeplechase,Munich,1972,Bronze,Tapio KANTANEN,FIN,08:24.7
M,Marathon,Munich,1972,Gold,Frank SHORTER,USA,02:12:19
M,Marathon,Munich,1972,Silver,Karel LISMONT,BEL,02:14:31
M,Marathon,Munich,1972,Bronze,Mamo WOLDE,ETH,02:15:08
M,20km Race Walk,Munich,1972,Gold,Peter FRENKEL,GDR,01:26:42
M,20km Race Walk,Munich,1972,Silver,Vladimir GOLUBNICHIY,URS,01:26:55
M,20km Race Walk,Munich,1972,Bronze,Hans-Georg REIMANN,GDR,01:27:16
M,50km Race Walk,Munich,1972,Gold,Bernd KANNENBERG,FRG,03:56:11
M,50km Race Walk,Munich,1972,Silver,Veniamin SOLDATENKO,URS,03:58:24
M,50km Race Walk,Munich,1972,Bronze,Larry YOUNG,USA,04:00:46
M,High Jump,Munich,1972,Gold,Juri TARMAK,URS,2.23
M,High Jump,Munich,1972,Silver,Stefan JUNGE,GDR,2.21
M,High Jump,Munich,1972,Bronze,Dwight STONES,USA,2.21
W,High Jump,Munich,1972,Gold,Ulrike MEYFARTH,FRG,1.92
W,High Jump,Munich,1972,Silver,Yordanka BLAGOEVA,BUL,1.88
W,High Jump,Munich,1972,Bronze,Ilona GUSENBAUER,AUT,1.88
M,Pole Vault,Munich,1972,Gold,Wolfgang NORDWIG,GDR,5.5
M,Pole Vault,Munich,1972,Silver,Bob SEAGREN,USA,5.4
M,Pole Vault,Munich,1972,Bronze,Jan JOHNSON,USA,5.35
M,Long Jump,Munich,1972,Gold,Randy WILLIAMS,USA,8.24
M,Long Jump,Munich,1972,Silver,Hans BAUMGARTNER,FRG,8.18
M,Long Jump,Munich,1972,Bronze,Arnie ROBINSON,USA,8.03
W,Long Jump,Munich,1972,Gold,Heide ROSENDAHL,FRG,6.78
W,Long Jump,Munich,1972,Silver,Diana YORGOVA,BUL,6.77
W,Long Jump,Munich,1972,Bronze,Eva SURANOVA,TCH,6.67
M,Triple Jump,Munich,1972,Gold,Viktor SANEYEV,URS,17.35
M,Triple Jump,Munich,1972,Silver,Jorg DREHMEL,GDR,17.31
M,Triple Jump,Munich,1972,Bronze,Nelson PRUDENCIO,BRA,17.05
M,Shot Put,Munich,1972,Gold,Wladyslaw KOMAR,POL,21.18
M,Shot Put,Munich,1972,Silver,George WOODS,USA,21.17
M,Shot Put,Munich,1972,Bronze,Hartmut BRIESENICK,GDR,21.14
W,Shot Put,Munich,1972,Gold,Nadezhda CHIZHOVA,URS,21.03
W,Shot Put,Munich,1972,Silver,Margitta GUMMEL,GDR,20.22
W,Shot Put,Munich,1972,Bronze,Ivanka KHRISTOVA,BUL,19.35
M,Discus Throw,Munich,1972,Gold,Ludvik DANEK,TCH,64.4
M,Discus Throw,Munich,1972,Silver,Jay SILVESTER,USA,63.5
M,Discus Throw,Munich,1972,Bronze,Ricky BRUCH,SWE,63.4
W,Discus Throw,Munich,1972,Gold,Faina MELNIK,URS,66.62
W,Discus Throw,Munich,1972,Silver,Argentina MENIS,ROU,65.06
W,Discus Throw,Munich,1972,Bronze,Vasilka STOEVA,BUL,64.34
M,Hammer Throw,Munich,1972,Gold,Anatoliy BONDARCHUK,URS,75.5
M,Hammer Throw,Munich,1972,Silver,Jochen SACHSE,GDR,74.96
M,Hammer Throw,Munich,1972,Bronze,Vasiliy KHMELEVSKIY,URS,74.04
M,Javelin Throw,Munich,1972,Gold,Klaus WOLFERMANN,FRG,90.48
M,Javelin Throw,Munich,1972,Silver,Janis LUSIS,URS,90.46
M,Javelin Throw,Munich,1972,Bronze,Bill SCHMIDT,USA,84.42
W,Javelin Throw,Munich,1972,Gold,Ruth FUCHS,GDR,63.88
W,Javelin Throw,Munich,1972,Silver,Jacqueline TODTEN,GDR,62.54
W,Javelin Throw,Munich,1972,Bronze,Kate SCHMIDT,USA,59.94
M,100m,Mexico City,1968,Gold,Jim HINES,USA,9.95
M,100m,Mexico City,1968,Silver,Lennox MILLER,JAM,10.04
M,100m,Mexico City,1968,Bronze,Charles GREENE,USA,10.07
W,100m,Mexico City,1968,Gold,Wyomia TYUS,USA,11.08
W,100m,Mexico City,1968,Silver,Barbara FERRELL,USA,11.15
W,100m,Mexico City,1968,Bronze,Irena SZEWINSKA,POL,11.19
M,200m,Mexico City,1968,Gold,Tommie SMITH,USA,19.83
M,200m,Mexico City,1968,Silver,Peter NORMAN,AUS,20.06
M,200m,Mexico City,1968,Bronze,John CARLOS,USA,20.1
W,200m,Mexico City,1968,Gold,Irena SZEWINSKA,POL,22.58
W,200m,Mexico City,1968,Silver,Raelene BOYLE,AUS,22.74
W,200m,Mexico City,1968,Bronze,Jenny LAMY,AUS,22.88
M,400m,Mexico City,1968,Gold,Lee EVANS,USA,43.86
M,400m,Mexico City,1968,Silver,Larry JAMES,USA,43.97
M,400m,Mexico City,1968,Bronze,Ron FREEMAN,USA,44.41
W,400m,Mexico City,1968,Gold,Colette BESSON,FRA,52.03
W,400m,Mexico City,1968,Silver,Lillian BOARD,GBR,52.12
W,400m,Mexico City,1968,Bronze,Natalya PECHONKINA,URS,52.25
M,800m,Mexico City,1968,Gold,Ralph DOUBELL,AUS,01:44.4
M,800m,Mexico City,1968,Silver,Wilson KIPRUGUT,KEN,01:44.6
M,800m,Mexico City,1968,Bronze,Tom FARRELL,USA,01:45.5
W,800m,Mexico City,1968,Gold,Madeline MANNING,USA,02:00.9
W,800m,Mexico City,1968,Silver,Ilona SILAI,ROU,02:02.6
W,800m,Mexico City,1968,Bronze,Maria GOMIS,NED,02:02.6
M,1500m,Mexico City,1968,Gold,Kipchoge KEINO,KEN,03:34.9
M,1500m,Mexico City,1968,Silver,Jim RYUN,USA,03:37.9
M,1500m,Mexico City,1968,Bronze,Bodo TUMMLER,FRG,03:39.1
M,5000m,Mexico City,1968,Gold,Mohamed GAMMOUDI,TUN,14:05.0
M,5000m,Mexico City,1968,Silver,Kipchoge KEINO,KEN,14:05.2
M,5000m,Mexico City,1968,Bronze,Naftali TEMU,KEN,14:06.4
M,10000m,Mexico City,1968,Gold,Naftali TEMU,KEN,29:27.4
M,10000m,Mexico City,1968,Silver,Mamo WOLDE,ETH,29:27.8
M,10000m,Mexico City,1968,Bronze,Mohamed GAMMOUDI,TUN,29:34.2
M,110m Hurdles,Mexico City,1968,Gold,Willie DAVENPORT,USA,13.33
M,110m Hurdles,Mexico City,1968,Silver,Ervin HALL,USA,13.42
M,110m Hurdles,Mexico City,1968,Bronze,Eddy OTTOZ,ITA,13.46
W,80m Hurdles,Mexico City,1968,Gold,Maureen CAIRD,AUS,10.39
W,80m Hurdles,Mexico City,1968,Silver,Pam KILBORN,AUS,10.46
W,80m Hurdles,Mexico City,1968,Bronze,CHI Cheng,ROC,10.51
M,400m Hurdles,Mexico City,1968,Gold,David HEMERY,GBR,48.12
M,400m Hurdles,Mexico City,1968,Silver,Gerhard HENNIGE,FRG,49.02
M,400m Hurdles,Mexico City,1968,Bronze,John SHERWOOD,GBR,49.03
M,3000m Steeplechase,Mexico City,1968,Gold,Amos BIWOTT,KEN,08:51.0
M,3000m Steeplechase,Mexico City,1968,Silver,Benjamin KOGO,KEN,08:51.6
M,3000m Steeplechase,Mexico City,1968,Bronze,George YOUNG,USA,08:51.9
M,Marathon,Mexico City,1968,Gold,Mamo WOLDE,ETH,02:20:26
M,Marathon,Mexico City,1968,Silver,Kenji KIMIHARA,JPN,02:23:31
M,Marathon,Mexico City,1968,Bronze,Mike RYAN,NZL,02:23:45
M,20km Race Walk,Mexico City,1968,Gold,Vladimir GOLUBNICHIY,URS,01:33:58
M,20km Race Walk,Mexico City,1968,Silver,Jose PEDRAZA,MEX,01:34:00
M,20km Race Walk,Mexico City,1968,Bronze,Nikolay SMAGA,URS,01:34:03
M,50km Race Walk,Mexico City,1968,Gold,Christoph HOHNE,GDR,04:20:14
M,50km Race Walk,Mexico City,1968,Silver,Antal KISS,HUN,04:30:17
M,50km Race Walk,Mexico City,1968,Bronze,Larry YOUNG,USA,04:31:55
M,High Jump,Mexico City,1968,Gold,Dick FOSBURY,USA,2.24
M,High Jump,Mexico City,1968,Silver,Ed CARUTHERS,USA,2.22
M,High Jump,Mexico City,1968,Bronze,Valentin GAVRILOV,URS,2.2
W,High Jump,Mexico City,1968,Gold,Miloslava REZKOVA,TCH,1.82
W,High Jump,Mexico City,1968,Silver,Antonina OKOROKOVA,URS,1.8
W,High Jump,Mexico City,1968,Bronze,Valentina KOZYR,URS,1.8
M,Pole Vault,Mexico City,1968,Gold,Bob SEAGREN,USA,5.4
M,Pole Vault,Mexico City,1968,Silver,Claus SCHIPROWSKI,FRG,5.4
M,Pole Vault,Mexico City,1968,Bronze,Wolfgang NORDWIG,GDR,5.4
M,Long Jump,Mexico City,1968,Gold,Bob BEAMON,USA,8.9
M,Long Jump,Mexico City,1968,Silver,Klaus BEER,GDR,8.19
M,Long Jump,Mexico City,1968,Bronze,Ralph BOSTON,USA,8.16
W,Long Jump,Mexico City,1968,Gold,Viorica VISCOPOLEANU,ROU,6.82
W,Long Jump,Mexico City,1968,Silver,Sheila SHERWOOD,GBR,6.68
W,Long Jump,Mexico City,1968,Bronze,Tatyana TALYSHEVA,URS,6.66
M,Triple Jump,Mexico City,1968,Gold,Viktor SANEYEV,URS,17.39
M,Triple Jump,Mexico City,1968,Silver,Nelson PRUDENCIO,BRA,17.27
M,Triple Jump,Mexico City,1968,Bronze,Giuseppe GENTILE,ITA,17.22
M,Shot Put,Mexico City,1968,Gold,Randy MATSON,USA,20.54
M,Shot Put,Mexico City,1968,Silver,George WOODS,USA,20.12
M,Shot Put,Mexico City,1968,Bronze,Eduard GUSHCHIN,URS,20.09
W,Shot Put,Mexico City,1968,Gold,Margitta GUMMEL,GDR,19.61
W,Shot Put,Mexico City,1968,Silver,Marita LANGE,GDR,18.78
W,Shot Put,Mexico City,1968,Bronze,Nadezhda CHIZHOVA,URS,18.19
M,Discus Throw,Mexico City,1968,Gold,Al OERTER,USA,64.78
M,Discus Throw,Mexico City,1968,Silver,Lothar MILDE,GDR,63.08
M,Discus Throw,Mexico City,1968,Bronze,Ludvik DANEK,TCH,62.92
W,Discus Throw,Mexico City,1968,Gold,Lia MANOLIU,ROU,58.28
W,Discus Throw,Mexico City,1968,Silver,Liesel WESTERMANN,FRG,57.76
W,Discus Throw,Mexico City,1968,Bronze,Jolan KLEIBER,HUN,54.9
M,Hammer Throw,Mexico City,1968,Gold,Gyula ZSIVOTZKY,HUN,73.36
M,Hammer Throw,Mexico City,1968,Silver,Romuald KLIM,URS,73.28
M,Hammer Throw,Mexico City,1968,Bronze,Lazar LOVASZ,HUN,69.78
M,Javelin Throw,Mexico City,1968,Gold,Janis LUSIS,URS,90.1
M,Javelin Throw,Mexico City,1968,Silver,Jorma KINNUNEN,FIN,88.58
M,Javelin Throw,Mexico City,1968,Bronze,Gergely KULCSAR,HUN,87.06
W,Javelin Throw,Mexico City,1968,Gold,Angela NEMETH,HUN,60.36
W,Javelin Throw,Mexico City,1968,Silver,Mihaela PENES,ROU,59.92
W,Javelin Throw,Mexico City,1968,Bronze,Eva JANKO,AUT,58.04
M,100m,Tokyo,1964,Gold,Bob HAYES,USA,10
M,100m,Tokyo,1964,Silver,Enrique FIGUEROLA,CUB,10.2
M,100m,Tokyo,1964,Bronze,Harry JEROME,CAN,10.2
W,100m,Tokyo,1964,Gold,Wyomia TYUS,USA,11.4
W,100m,Tokyo,1964,Silver,Edith MCGUIRE,USA,11.6
W,100m,Tokyo,1964,Bronze,Ewa KLOBUKOWSKA,POL,11.6
M,200m,Tokyo,1964,Gold,Henry CARR,USA,20.3
M,200m,Tokyo,1964,Silver,Paul DRAYTON,USA,20.5
M,200m,Tokyo,1964,Bronze,Edwin ROBERTS,TRI,20.6
W,200m,Tokyo,1964,Gold,Edith MCGUIRE,USA,23
W,200m,Tokyo,1964,Silver,Irena KIRSZENSTEIN,POL,23.1
W,200m,Tokyo,1964,Bronze,Marilyn BLACK,AUS,23.1
M,400m,Tokyo,1964,Gold,Mike LARRABEE,USA,45.1
M,400m,Tokyo,1964,Silver,Wendell MOTTLEY,TRI,45.2
M,400m,Tokyo,1964,Bronze,Andrzej BADENSKI,POL,45.6
W,400m,Tokyo,1964,Gold,Betty CUTHBERT,AUS,52
W,400m,Tokyo,1964,Silver,Ann PACKER,GBR,52.2
W,400m,Tokyo,1964,Bronze,Judy AMOORE,AUS,53.4
M,800m,Tokyo,1964,Gold,Peter SNELL,NZL,01:45.1
M,800m,Tokyo,1964,Silver,Bill CROTHERS,CAN,01:45.6
M,800m,Tokyo,1964,Bronze,Wilson KIPRUGUT,KEN,01:45.9
W,800m,Tokyo,1964,Gold,Ann PACKER,GBR,02:01.1
W,800m,Tokyo,1964,Silver,Maryvonne DUPUREUR,FRA,02:01.9
W,800m,Tokyo,1964,Bronze,Marise CHAMBERLAIN,NZL,02:02.8
M,1500m,Tokyo,1964,Gold,Peter SNELL,NZL,03:38.1
M,1500m,Tokyo,1964,Silver,Josef ODLOZIL,TCH,03:39.6
M,1500m,Tokyo,1964,Bronze,John DAVIES,NZL,03:39.6
M,5000m,Tokyo,1964,Gold,Bob SCHUL,USA,13:48.8
M,5000m,Tokyo,1964,Silver,Harald NORPOTH,EUA,13:49.6
M,5000m,Tokyo,1964,Bronze,Bill DELLINGER,USA,13:49.8
M,10000m,Tokyo,1964,Gold,Billy MILLS,USA,28:24.4
M,10000m,Tokyo,1964,Silver,Mohamed GAMMOUDI,TUN,28:24.8
M,10000m,Tokyo,1964,Bronze,Ron CLARKE,AUS,28:25.8
M,110m Hurdles,Tokyo,1964,Gold,Hayes JONES,USA,13.6
M,110m Hurdles,Tokyo,1964,Silver,Blaine LINDGREN,USA,13.7
M,110m Hurdles,Tokyo,1964,Bronze,Anatoliy MIKHAILOV,URS,13.7
W,80m Hurdles,Tokyo,1964,Gold,Karin BALZER,EUA,10.5
W,80m Hurdles,Tokyo,1964,Silver,Teresa CIEPLA,POL,10.5
W,80m Hurdles,Tokyo,1964,Bronze,Pam KILBORN,AUS,10.5
M,400m Hurdles,Tokyo,1964,Gold,Rex CAWLEY,USA,49.6
M,400m Hurdles,Tokyo,1964,Silver,John COOPER,GBR,50.1
M,400m Hurdles,Tokyo,1964,Bronze,Salvatore MORALE,ITA,50.1
M,3000m Steeplechase,Tokyo,1964,Gold,Gaston ROELANTS,BEL,08:30.8
M,3000m Steeplechase,Tokyo,1964,Silver,Maurice HERRIOTT,GBR,08:32.4
M,3000m Steeplechase,Tokyo,1964,Bronze,Ivan BELYAYEV,URS,08:33.8
M,Marathon,Tokyo,1964,Gold,Abebe BIKILA,ETH,12:11.2
M,Marathon,Tokyo,1964,Silver,Basil HEATLEY,GBR,16:19.2
M,Marathon,Tokyo,1964,Bronze,Kokichi TSUBURAYA,JPN,16:22.8
M,20km Race Walk,Tokyo,1964,Gold,Ken MATTHEWS,GBR,29:34.0
M,20km Race Walk,Tokyo,1964,Silver,Dieter LINDNER,EUA,31:13.2
M,20km Race Walk,Tokyo,1964,Bronze,Vladimir GOLUBNICHIY,URS,31:59.4
M,50km Race Walk,Tokyo,1964,Gold,Abdon PAMICH,ITA,11:12.4
M,50km Race Walk,Tokyo,1964,Silver,Paul NIHILL,GBR,11:31.2
M,50km Race Walk,Tokyo,1964,Bronze,Ingvar PETTERSSON,SWE,14:17.4
M,High Jump,Tokyo,1964,Gold,Valeriy BRUMEL,URS,2.18
M,High Jump,Tokyo,1964,Silver,John THOMAS,USA,2.18
M,High Jump,Tokyo,1964,Bronze,John RAMBO,USA,2.16
W,High Jump,Tokyo,1964,Gold,Iolanda BALAS,ROU,1.9
W,High Jump,Tokyo,1964,Silver,Michele BROWN,AUS,1.8
W,High Jump,Tokyo,1964,Bronze,Taisiya CHENCHIK,URS,1.78
M,Pole Vault,Tokyo,1964,Gold,Fred HANSEN,USA,5.1
M,Pole Vault,Tokyo,1964,Silver,Wolfgang REINHARDT,EUA,5.05
M,Pole Vault,Tokyo,1964,Bronze,Klaus LEHNERTZ,EUA,5
M,Long Jump,Tokyo,1964,Gold,Lynn DAVIES,GBR,8.07
M,Long Jump,Tokyo,1964,Silver,Ralph BOSTON,USA,8.03
M,Long Jump,Tokyo,1964,Bronze,Igor TER-OVANESYAN,URS,7.99
W,Long Jump,Tokyo,1964,Gold,Mary RAND,GBR,6.76
W,Long Jump,Tokyo,1964,Silver,Irena KIRSZENSTEIN,POL,6.6
W,Long Jump,Tokyo,1964,Bronze,Tatyana SHCHELKANOVA,URS,6.42
M,Triple Jump,Tokyo,1964,Gold,Jozef SCHMIDT,POL,16.85
M,Triple Jump,Tokyo,1964,Silver,Oleg FEDOSEYEV,URS,16.58
M,Triple Jump,Tokyo,1964,Bronze,Viktor KRAVCHENKO,URS,16.57
M,Shot Put,Tokyo,1964,Gold,Dallas LONG,USA,20.33
M,Shot Put,Tokyo,1964,Silver,Randy MATSON,USA,20.2
M,Shot Put,Tokyo,1964,Bronze,Vilmos VARJU,HUN,19.39
W,Shot Put,Tokyo,1964,Gold,Tamara PRESS,URS,18.14
W,Shot Put,Tokyo,1964,Silver,Renate CULMBERGER,EUA,17.61
W,Shot Put,Tokyo,1964,Bronze,Galina ZYBINA,URS,17.45
M,Discus Throw,Tokyo,1964,Gold,Al OERTER,USA,61
M,Discus Throw,Tokyo,1964,Silver,Ludvik DANEK,TCH,60.52
M,Discus Throw,Tokyo,1964,Bronze,Dave WEILL,USA,59.49
W,Discus Throw,Tokyo,1964,Gold,Tamara PRESS,URS,57.27
W,Discus Throw,Tokyo,1964,Silver,Ingrid LOTZ,EUA,57.21
W,Discus Throw,Tokyo,1964,Bronze,Lia MANOLIU,ROU,56.97
M,Hammer Throw,Tokyo,1964,Gold,Romuald KLIM,URS,69.74
M,Hammer Throw,Tokyo,1964,Silver,Gyula ZSIVOTZKY,HUN,69.09
M,Hammer Throw,Tokyo,1964,Bronze,Uwe BEYER,EUA,68.09
M,Javelin Throw,Tokyo,1964,Gold,Pauli NEVALA,FIN,82.66
M,Javelin Throw,Tokyo,1964,Silver,Gergely KULCSAR,HUN,82.32
M,Javelin Throw,Tokyo,1964,Bronze,Janis LUSIS,URS,80.57
W,Javelin Throw,Tokyo,1964,Gold,Mihaela PENES,ROU,60.54
W,Javelin Throw,Tokyo,1964,Silver,Marta RUDAS,HUN,58.27
W,Javelin Throw,Tokyo,1964,Bronze,Yelena GORCHAKOVA,URS,57.06
M,100m,Rome,1960,Gold,Armin HARY,EUA,10.2
M,100m,Rome,1960,Silver,Dave SIME,USA,10.2
M,100m,Rome,1960,Bronze,Peter RADFORD,GBR,10.3
W,100m,Rome,1960,Gold,Wilma RUDOLPH,USA,11
W,100m,Rome,1960,Silver,Dorothy HYMAN,GBR,11.3
W,100m,Rome,1960,Bronze,Giuseppina LEONE,ITA,11.3
M,200m,Rome,1960,Gold,Livio BERRUTI,ITA,20.5
M,200m,Rome,1960,Silver,Lester CARNEY,USA,20.6
M,200m,Rome,1960,Bronze,Abdoulaye SEYE,FRA,20.7
W,200m,Rome,1960,Gold,Wilma RUDOLPH,USA,24
W,200m,Rome,1960,Silver,Jutta HEINE,EUA,24.4
W,200m,Rome,1960,Bronze,Dorothy HYMAN,GBR,24.7
M,400m,Rome,1960,Gold,Otis DAVIS,USA,44.9
M,400m,Rome,1960,Silver,Carl KAUFMANN,EUA,44.9
M,400m,Rome,1960,Bronze,Malcolm SPENCE,RSA,45.5
M,800m,Rome,1960,Gold,Peter SNELL,NZL,01:46.3
M,800m,Rome,1960,Silver,Roger MOENS,BEL,01:46.5
M,800m,Rome,1960,Bronze,George KERR,BWI,01:47.1
W,800m,Rome,1960,Gold,Lyudmila SHEVTSOVA,URS,02:04.3
W,800m,Rome,1960,Silver,Brenda JONES,AUS,02:04.4
W,800m,Rome,1960,Bronze,Ursula DONATH,EUA,02:05.6
M,1500m,Rome,1960,Gold,Herb ELLIOTT,AUS,03:35.6
M,1500m,Rome,1960,Silver,Michel JAZY,FRA,03:38.4
M,1500m,Rome,1960,Bronze,Istvan ROZSAVOLGYI,HUN,03:39.2
M,5000m,Rome,1960,Gold,Murray HALBERG,NZL,13:43.4
M,5000m,Rome,1960,Silver,Hans GRODOTZKI,EUA,13:44.6
M,5000m,Rome,1960,Bronze,Kazimierz ZIMNY,POL,13:44.8
M,10000m,Rome,1960,Gold,Pyotr BOLOTNIKOV,URS,28:32.2
M,10000m,Rome,1960,Silver,Hans GRODOTZKI,EUA,28:37.0
M,10000m,Rome,1960,Bronze,Dave POWER,AUS,28:38.2
M,110m Hurdles,Rome,1960,Gold,Lee CALHOUN,USA,13.8
M,110m Hurdles,Rome,1960,Silver,Willie MAY,USA,13.8
M,110m Hurdles,Rome,1960,Bronze,Hayes JONES,USA,14
W,80m Hurdles,Rome,1960,Gold,Irina PRESS,URS,10.8
W,80m Hurdles,Rome,1960,Silver,Carole QUINTON,GBR,10.9
W,80m Hurdles,Rome,1960,Bronze,Gisela BIRKEMEYER,EUA,11
M,400m Hurdles,Rome,1960,Gold,Glenn DAVIS,USA,49.3
M,400m Hurdles,Rome,1960,Silver,Clifton CUSHMAN,USA,49.6
M,400m Hurdles,Rome,1960,Bronze,Dick HOWARD,USA,49.7
M,3000m Steeplechase,Rome,1960,Gold,Zdzislaw KRZYSZKOWIAK,POL,08:34.2
M,3000m Steeplechase,Rome,1960,Silver,Nikolay SOKOLOV,URS,08:36.4
M,3000m Steeplechase,Rome,1960,Bronze,Semyon RZHISHCHIN,URS,08:42.2
M,Marathon,Rome,1960,Gold,Abebe BIKILA,ETH,15:16.2
M,Marathon,Rome,1960,Silver,Rhadi Ben ABDESSELAM,MAR,15:41.6
M,Marathon,Rome,1960,Bronze,Barry MAGEE,NZL,17:18.2
M,20km Race Walk,Rome,1960,Gold,Volodymyr HOLUBNYCHY,URS,34:07.2
M,20km Race Walk,Rome,1960,Silver,Noel FREEMAN,AUS,34:16.4
M,20km Race Walk,Rome,1960,Bronze,Stan VICKERS,GBR,34:56.4
M,50km Race Walk,Rome,1960,Gold,Don THOMPSON,GBR,25:30.0
M,50km Race Walk,Rome,1960,Silver,John LJUNGGREN,SWE,25:47.0
M,50km Race Walk,Rome,1960,Bronze,Abdon PAMICH,ITA,27:55.4
M,High Jump,Rome,1960,Gold,Robert SHAVLAKADZE,URS,2.16
M,High Jump,Rome,1960,Silver,Valeriy BRUMEL,URS,2.16
M,High Jump,Rome,1960,Bronze,John THOMAS,USA,2.14
W,High Jump,Rome,1960,Gold,Iolanda BALAS,ROU,1.85
W,High Jump,Rome,1960,Silver,Jaroslawa JOZWIAKOWSKA,POL,1.71
W,High Jump,Rome,1960,Silver,Dorothy SHIRLEY,GBR,1.71
M,Pole Vault,Rome,1960,Gold,Don BRAGG,USA,4.7
M,Pole Vault,Rome,1960,Silver,Ron MORRIS,USA,4.6
M,Pole Vault,Rome,1960,Bronze,Eeles LANDSTROM,FIN,4.55
M,Long Jump,Rome,1960,Gold,Ralph BOSTON,USA,8.12
M,Long Jump,Rome,1960,Silver,Bo ROBERSON,USA,8.11
M,Long Jump,Rome,1960,Bronze,Igor TER-OVANESYAN,URS,8.04
W,Long Jump,Rome,1960,Gold,Vera KREPKINA,URS,6.37
W,Long Jump,Rome,1960,Silver,Elzbieta KRZESINSKA,POL,6.27
W,Long Jump,Rome,1960,Bronze,Hildrun CLAUS,EUA,6.21
M,Triple Jump,Rome,1960,Gold,Jozef SCHMIDT,POL,16.81
M,Triple Jump,Rome,1960,Silver,Vladimir GORYAYEV,URS,16.63
M,Triple Jump,Rome,1960,Bronze,Vitold KREYER,URS,16.43
M,Shot Put,Rome,1960,Gold,Bill NIEDER,USA,19.68
M,Shot Put,Rome,1960,Silver,Parry O'BRIEN,USA,19.11
M,Shot Put,Rome,1960,Bronze,Dallas LONG,USA,19.01
W,Shot Put,Rome,1960,Gold,Tamara PRESS,URS,17.32
W,Shot Put,Rome,1960,Silver,Johanna LUTTGE,EUA,16.61
W,Shot Put,Rome,1960,Bronze,Earlene BROWN,USA,16.42
M,Discus Throw,Rome,1960,Gold,Al OERTER,USA,59.18
M,Discus Throw,Rome,1960,Silver,Rink BABKA,USA,58.02
M,Discus Throw,Rome,1960,Bronze,Dick COCHRAN,USA,57.16
W,Discus Throw,Rome,1960,Gold,Nina PONOMARYOVA,URS,55.1
W,Discus Throw,Rome,1960,Silver,Tamara PRESS,URS,52.59
W,Discus Throw,Rome,1960,Bronze,Lia MANOLIU,ROU,52.36
M,Hammer Throw,Rome,1960,Gold,Vasiliy RUDENKOV,URS,67.1
M,Hammer Throw,Rome,1960,Silver,Gyula ZSIVOTZKY,HUN,65.79
M,Hammer Throw,Rome,1960,Bronze,Tadeusz RUT,POL,65.64
M,Javelin Throw,Rome,1960,Gold,Viktor TSYBULENKO,URS,84.64
M,Javelin Throw,Rome,1960,Silver,Walter KRUGER,EUA,79.36
M,Javelin Throw,Rome,1960,Bronze,Gergely KULCSAR,HUN,78.57
W,Javelin Throw,Rome,1960,Gold,Elvira OZOLINA,URS,55.98
W,Javelin Throw,Rome,1960,Silver,Dana ZATOPKOVA,TCH,53.78
W,Javelin Throw,Rome,1960,Bronze,Birute KALEDIENE,URS,53.45
M,100m,Melbourne,1956,Gold,Bobby MORROW,USA,10.5
M,100m,Melbourne,1956,Silver,Thane BAKER,USA,10.5
M,100m,Melbourne,1956,Bronze,Hector HOGAN,AUS,10.6
W,100m,Melbourne,1956,Gold,Betty CUTHBERT,AUS,11.5
W,100m,Melbourne,1956,Silver,Christa STUBNICK,EUA,11.7
W,100m,Melbourne,1956,Bronze,Marlene MATHEWS,AUS,11.7
M,200m,Melbourne,1956,Gold,Bobby MORROW,USA,20.6
M,200m,Melbourne,1956,Silver,Andy STANFIELD,USA,20.7
M,200m,Melbourne,1956,Bronze,Thane BAKER,USA,20.9
W,200m,Melbourne,1956,Gold,Betty CUTHBERT,AUS,23.4
W,200m,Melbourne,1956,Silver,Christa STUBNICK,EUA,23.7
W,200m,Melbourne,1956,Bronze,Marlene MATHEWS,AUS,23.8
M,400m,Melbourne,1956,Gold,Charlie JENKINS,USA,46.7
M,400m,Melbourne,1956,Silver,Karl-Friedrich HAAS,EUA,46.8
M,400m,Melbourne,1956,Bronze,Voitto HELLSTEN,FIN,47
M,400m,Melbourne,1956,Bronze,Ardalion IGNATYEV,URS,47
M,800m,Melbourne,1956,Gold,Tom COURTNEY,USA,01:47.7
M,800m,Melbourne,1956,Silver,Derek JOHNSON,GBR,01:47.8
M,800m,Melbourne,1956,Bronze,Audun BOYSEN,NOR,01:48.1
M,1500m,Melbourne,1956,Gold,Ron DELANY,IRL,03:41.2
M,1500m,Melbourne,1956,Silver,Klaus RICHTZENHAIN,EUA,03:42.0
M,1500m,Melbourne,1956,Bronze,John LANDY,AUS,03:42.0
M,5000m,Melbourne,1956,Gold,Vladimir KUTS,URS,13:39.6
M,5000m,Melbourne,1956,Silver,Gordon PIRIE,GBR,13:50.6
M,5000m,Melbourne,1956,Bronze,Derek IBBOTSON,GBR,13:54.4
M,10000m,Melbourne,1956,Gold,Vladimir KUTS,URS,28:45.6
M,10000m,Melbourne,1956,Silver,Jozsef KOVACS,HUN,28:52.4
